kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Paseh,2023,10,0.451585608,-0.480173409,962.1928731,12.00924684,2745,62.2,5,3,162.1861795,0.330842705,3,1
Ibun,2023,10,0.526922838,-0.526082975,1180.999011,14.76833386,1644,62.2,6,3,166.5429231,-0.041591152,3,1
Majalaya,2023,10,0.308519003,-0.357346184,698.3982512,2.917364224,6369,62.2,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2023,10,0.300567053,-0.372323681,665.3706659,1.055151236,3698,62.2,5,3,156.8463639,3.315098818,2,0
Padalarang,2023,10,0.281140204,-0.291646991,697.1146079,10.22163823,3636,62.2,7,2,152.4804935,0.747319707,2,1
Batujajar,2023,10,0.316956641,-0.361038794,667.007808,5.239674837,3652,62.2,5,2,163.0,1.849645437,2,0
Ngamprah,2023,10,0.298967848,-0.327209384,800.7892414,9.812084586,5142,62.2,5,3,154.4905468,0.371906466,2,1
Cipatat,2023,10,0.382999913,-0.354298976,483.9717026,14.12830049,1155,62.2,10,3,137.201717,-0.050166744,3,1
Lembang,2023,10,0.56247025,-0.534486489,1335.618089,15.78934938,2069,62.2,8,3,170.3204533,-0.186004527,3,1
Cikalongwetan,2023,10,0.440226222,-0.412030212,666.8928851,13.71797856,1200,62.2,10,3,137.1851538,0.044290387,3,1
Cipeundeuy,2023,10,0.423165257,-0.37550419,300.6631486,9.321471886,894,62.2,9,3,139.6739791,1.438921013,3,1
Parongpong,2023,10,0.562962688,-0.536451724,1356.264006,12.97401048,2592,62.2,8,3,169.523386,0.093746221,3,1
Cisarua,2023,10,0.399760293,-0.383776204,1159.854908,16.12948233,1479,62.2,8,3,158.7680324,-0.391662008,3,1
Cililin,2023,10,0.484891629,-0.476112275,818.2831475,14.58869904,1277,62.2,7,3,151.5068756,0.630228578,3,1
Cipongkor,2023,10,0.507416487,-0.50246541,760.8617968,14.28102385,1309,62.2,9,3,139.7221784,0.259083466,3,1
Cihampelas,2023,10,0.361036686,-0.394271855,694.6112176,7.667304875,3009,62.2,5,2,161.1981874,1.498792676,2,0
Gununghalu,2023,10,0.645648948,-0.595184194,1182.734537,17.40246453,526,62.2,9,3,142.9971801,-0.260074635,3,1
Saguling,2023,10,0.349701993,-0.371990919,699.4828369,11.37622152,691,62.2,7,2,154.7144001,0.576712609,3,1
Rongga,2023,10,0.588565524,-0.560536423,881.801568,18.34244518,559,62.2,10,3,137.0,-0.220945714,3,1
Sindangkerta,2023,10,0.647538277,-0.605768231,1068.361648,16.65485706,721,62.2,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2023,10,0.239523014,-0.306625397,743.7058764,3.11047744,15071,103.4,5,1,163.0,1.778115737,2,0
Cimahi Utara,2023,10,0.283432473,-0.344743907,826.1275708,6.073988778,12102,103.4,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2023,10,0.24086151,-0.299076498,722.0581007,4.998951156,13806,103.4,5,2,163.0,1.511110965,2,0
Panyileukan,2023,11,0.073200186,-0.063119972,676.2061013,1.999909341,8153,239.0,5,1,163.0,2.451522709,1,0
Cinambo,2023,11,0.116325727,-0.10848759,676.3132038,2.013278454,7126,239.0,5,1,163.0,2.596060012,1,0
Ujungberung,2023,11,0.101086124,-0.090372204,744.0672204,6.691497491,14540,239.0,5,3,155.0,1.26793346,1,0
Gedebage,2023,11,0.110519822,-0.106434214,665.1202848,1.068353522,4530,239.0,5,2,163.0,3.507374544,1,0
Mandalajati,2023,11,0.083358384,-0.071719514,730.6353977,7.245588901,11398,239.0,5,1,162.5573123,0.801084806,1,0
Coblong,2023,11,0.026565738,-0.000591193,784.0885513,6.116696021,15901,239.0,5,3,155.0,0.698000447,1,0
Babakan Ciparay,2023,11,-0.00957386,0.031829706,689.1033356,1.914559739,19694,239.0,5,1,162.3065835,1.902719225,1,0
Sukasari,2023,11,0.007506382,0.019145345,881.3943057,4.900048569,12484,239.0,5,3,155.0,0.198286868,0,0
Cicendo,2023,11,-0.002175998,0.025982838,738.8740769,2.863867129,14180,239.0,5,2,158.3185753,1.865312507,1,0
Sukajadi,2023,11,-0.005454473,0.030492148,775.7825143,4.032984661,24216,239.0,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2023,11,-0.034449028,0.055138265,700.0348398,1.990692884,41501,239.0,5,1,162.9882745,1.88170844,1,0
Andir,2023,11,-0.005776236,0.027557676,726.0421423,2.325952286,26760,239.0,5,1,161.6402883,1.861181498,1,0
Cidadap,2023,11,0.037947414,-0.010675082,891.4066614,10.61846979,9108,239.0,5,3,155.0,0.61148618,0,0
Bandung Wetan,2023,11,0.003569791,0.022092558,724.5543936,3.765866518,8628,239.0,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2023,11,-0.020920823,0.045338565,695.6802372,2.135307616,25563,239.0,5,1,163.0,3.165426102,1,0
Lengkong,2023,11,-0.017058277,0.043759465,689.3803818,2.119958366,12174,239.0,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2023,11,0.055199477,-0.05171035,706.0380102,3.178331003,21862,239.0,5,2,159.1688711,2.546847523,1,0
Regol,2023,11,-0.026505013,0.055449667,688.9671317,2.237785641,18941,239.0,5,1,163.0,2.25671352,1,0
Batununggal,2023,11,0.013695659,0.00051583,685.9084183,2.227793946,24339,239.0,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2023,11,-0.017385183,0.040369898,681.6153792,2.036778943,14278,239.0,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2023,11,0.02998415,-0.008911543,751.8594681,5.307763192,15926,239.0,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2023,11,-0.005161941,0.025245158,697.3418989,1.934010508,21397,239.0,5,1,163.0,2.249385761,1,0
Kiaracondong,2023,11,0.042842016,-0.030505715,683.5589248,2.092904293,21619,239.0,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2023,11,-0.016306584,0.04242768,708.1226705,3.45149773,11671,239.0,5,2,158.9264258,1.736807225,1,0
Antapani,2023,11,0.049418329,-0.036246697,681.8471192,1.499127962,21539,239.0,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2023,11,0.03478792,-0.018944363,673.9305069,1.990096966,10306,239.0,5,1,163.0,2.842583167,1,0
Arcamanik,2023,11,0.108864267,-0.105429274,679.9746058,1.818508368,14043,239.0,5,1,162.8890335,2.812108317,1,0
Cibiru,2023,11,0.060736468,-0.035954222,785.35146,7.465623757,12370,239.0,5,3,155.0,0.342744574,0,0
Buahbatu,2023,11,0.090389971,-0.087834394,672.589028,1.602151276,13472,239.0,5,1,163.0,2.972142212,1,0
Rancasari,2023,11,0.103264737,-0.10297078,668.239889,1.309723213,12071,239.0,5,1,163.0,3.152664359,1,0
Rancabali,2023,11,0.090214713,-0.06293938,1547.445406,16.43354319,348,239.3,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2023,11,0.279560208,-0.245477718,820.8765728,15.10492506,2232,239.3,5,3,155.8253243,0.23853883,0,1
Cangkuang,2023,11,0.111367544,-0.079253052,804.5197597,10.22103605,3409,239.3,5,3,159.3623188,0.79796976,0,0
Cimenyan,2023,11,0.077032812,-0.056595183,1058.769664,16.23277584,2189,239.3,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2023,11,0.035459891,-0.006419027,1267.992707,18.34791468,1945,239.3,5,3,155.660599,-0.664309804,0,1
Cileunyi,2023,11,0.085840408,-0.066954667,776.1531196,6.515332993,6102,239.3,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2023,11,0.090520247,-0.080017193,662.4780609,1.035662016,4124,239.3,5,2,162.631412,3.790968509,1,0
Margahayu,2023,11,0.041497261,-0.026116995,665.8208893,2.194574958,11442,239.3,5,2,159.3303352,3.157977982,1,0
Cimaung,2023,11,0.062655019,-0.034758208,1221.676512,16.68690433,1625,239.3,5,3,162.0,-0.36656558,0,1
Pangalengan,2023,11,0.0583815,-0.03306847,1543.804092,15.21209008,805,239.3,6,3,126.6266303,-0.131864104,0,1
Arjasari,2023,11,0.057898136,-0.032948623,979.3344179,13.42380568,1680,239.3,5,3,159.0151506,0.137084124,0,1
Margaasih,2023,11,0.070548207,-0.051044415,681.4573232,3.861005696,8267,239.3,5,2,162.9259882,2.112364882,1,0
Banjaran,2023,11,0.059837379,-0.028507747,948.4412612,11.16871853,3180,239.3,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2023,11,0.070272724,-0.037787868,673.561656,3.690267493,6067,239.3,5,3,155.0,2.68350985,1,0
Katapang,2023,11,0.096340411,-0.075156066,665.717404,1.871496486,8664,239.3,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2023,11,0.011384535,0.007756947,665.4068291,2.29183804,9601,239.3,5,1,163.0,2.857472714,1,0
Rancaekek,2023,11,0.115012995,-0.098691453,666.9046874,0.897680321,4192,239.3,5,2,158.475683,3.465676392,1,0
Ciparay,2023,11,0.089426849,-0.073056587,808.3387506,7.179002185,3845,239.3,5,3,158.7873709,1.44275617,0,0
Nagreg,2023,11,0.186351538,-0.169648463,948.1701832,14.57481224,1233,239.3,5,3,161.989519,-0.334078354,0,1
Cikancung,2023,11,0.127622893,-0.102179201,859.7409318,9.938946553,2488,239.3,5,3,161.7498766,0.605460607,0,1
Cicalengka,2023,11,0.12924848,-0.090243817,910.5325365,11.93582785,3473,239.3,5,3,161.6721118,0.322039045,0,1
Ciwidey,2023,11,0.163668923,-0.133358159,1311.158545,15.55016913,1855,239.3,5,3,162.0,-0.088959935,0,1
Soreang,2023,11,0.183700988,-0.16077752,825.8017692,10.10348001,4680,239.3,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2023,11,0.052862388,-0.031641037,1541.774459,18.43841422,391,239.3,6,3,138.3243264,-0.537663711,0,1
Kertasari,2023,11,0.035552693,-0.01735368,1749.638028,14.28415806,475,239.3,7,3,170.4975302,-0.142942229,0,1
Baleendah,2023,11,0.050344533,-0.029889672,711.1165148,7.590577608,6598,239.3,5,2,156.0325488,1.811834172,1,0
Pacet,2023,11,0.04406663,-0.023956875,1309.575852,17.96872487,1287,239.3,7,3,168.1317172,-0.442023681,0,1
Paseh,2023,11,0.108572285,-0.078344549,962.1928731,12.00924684,2745,239.3,5,3,162.1861795,0.330842705,0,1
Ibun,2023,11,0.044283761,-0.016117245,1180.999011,14.76833386,1644,239.3,6,3,166.5429231,-0.041591152,0,1
Majalaya,2023,11,0.12672791,-0.102139143,698.3982512,2.917364224,6369,239.3,5,3,159.8874215,1.975385542,1,0
Solokanjeruk,2023,11,0.128638225,-0.123289375,665.3706659,1.055151236,3698,239.3,5,3,156.8463639,3.315098818,1,0
Padalarang,2023,11,0.066106435,-0.036885553,697.1146079,10.22163823,3636,239.3,7,2,152.4804935,0.747319707,0,0
Batujajar,2023,11,0.14265562,-0.11304903,667.007808,5.239674837,3652,239.3,5,2,163.0,1.849645437,1,0
Ngamprah,2023,11,0.092685169,-0.066811972,800.7892414,9.812084586,5142,239.3,5,3,154.4905468,0.371906466,0,1
Cipatat,2023,11,0.088566902,-0.056201315,483.9717026,14.12830049,1155,239.3,10,3,137.201717,-0.050166744,0,1
Lembang,2023,11,0.018512942,0.005833514,1335.618089,15.78934938,2069,239.3,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2023,11,0.025022135,-0.005559595,666.8928851,13.71797856,1200,239.3,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2023,11,0.11982275,-0.079363041,300.6631486,9.321471886,894,239.3,9,3,139.6739791,1.438921013,0,1
Parongpong,2023,11,0.018245185,0.005114672,1356.264006,12.97401048,2592,239.3,8,3,169.523386,0.093746221,0,1
Cisarua,2023,11,0.014618596,0.006789498,1159.854908,16.12948233,1479,239.3,8,3,158.7680324,-0.391662008,0,1
Cililin,2023,11,0.20348273,-0.168369768,818.2831475,14.58869904,1277,239.3,7,3,151.5068756,0.630228578,0,1
Cipongkor,2023,11,0.21264804,-0.175916916,760.8617968,14.28102385,1309,239.3,9,3,139.7221784,0.259083466,0,1
Cihampelas,2023,11,0.182693475,-0.157155685,694.6112176,7.667304875,3009,239.3,5,2,161.1981874,1.498792676,2,0
Gununghalu,2023,11,0.250850518,-0.211453047,1182.734537,17.40246453,526,239.3,9,3,142.9971801,-0.260074635,0,1
Saguling,2023,11,0.082267431,-0.051835376,699.4828369,11.37622152,691,239.3,7,2,154.7144001,0.576712609,0,1
Rongga,2023,11,0.304382908,-0.261798323,881.801568,18.34244518,559,239.3,10,3,137.0,-0.220945714,0,1
Sindangkerta,2023,11,0.239547078,-0.20339174,1068.361648,16.65485706,721,239.3,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2023,11,0.028257883,-0.009868136,743.7058764,3.11047744,15071,344.8,5,1,163.0,1.778115737,1,0
Cimahi Utara,2023,11,0.080668949,-0.066842876,826.1275708,6.073988778,12102,344.8,5,3,156.1034483,0.85551765,0,0
Cimahi Selatan,2023,11,0.045233192,-0.02059741,722.0581007,4.998951156,13806,344.8,5,2,163.0,1.511110965,1,0
Panyileukan,2023,12,0.19601847,-0.193659377,676.2061013,1.999909341,8153,365.0,5,1,163.0,2.451522709,1,0
Cinambo,2023,12,0.224450794,-0.22098322,676.3132038,2.013278454,7126,365.0,5,1,163.0,2.596060012,1,0
Ujungberung,2023,12,0.154780845,-0.155934431,744.0672204,6.691497491,14540,365.0,5,3,155.0,1.26793346,1,0
Gedebage,2023,12,0.27093069,-0.269562113,665.1202848,1.068353522,4530,365.0,5,2,163.0,3.507374544,1,0
Mandalajati,2023,12,0.182413093,-0.174494037,730.6353977,7.245588901,11398,365.0,5,1,162.5573123,0.801084806,1,0
Coblong,2023,12,0.155320751,-0.143704368,784.0885513,6.116696021,15901,365.0,5,3,155.0,0.698000447,0,0
Babakan Ciparay,2023,12,0.139163302,-0.152531922,689.1033356,1.914559739,19694,365.0,5,1,162.3065835,1.902719225,1,0
Sukasari,2023,12,0.145335083,-0.124629812,881.3943057,4.900048569,12484,365.0,5,3,155.0,0.198286868,0,0
Cicendo,2023,12,0.149924212,-0.141792986,738.8740769,2.863867129,14180,365.0,5,2,158.3185753,1.865312507,1,0
Sukajadi,2023,12,0.116832547,-0.105160976,775.7825143,4.032984661,24216,365.0,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2023,12,0.081384427,-0.098125263,700.0348398,1.990692884,41501,365.0,5,1,162.9882745,1.88170844,1,0
Andir,2023,12,0.103342975,-0.103428644,726.0421423,2.325952286,26760,365.0,5,1,161.6402883,1.861181498,1,0
Cidadap,2023,12,0.223833845,-0.193217266,891.4066614,10.61846979,9108,365.0,5,3,155.0,0.61148618,0,1
Bandung Wetan,2023,12,0.137287902,-0.128734334,724.5543936,3.765866518,8628,365.0,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2023,12,0.101322515,-0.120500989,695.6802372,2.135307616,25563,365.0,5,1,163.0,3.165426102,1,0
Lengkong,2023,12,0.168024004,-0.214163159,689.3803818,2.119958366,12174,365.0,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2023,12,0.106070673,-0.119326684,706.0380102,3.178331003,21862,365.0,5,2,159.1688711,2.546847523,1,0
Regol,2023,12,0.170083091,-0.208011539,688.9671317,2.237785641,18941,365.0,5,1,163.0,2.25671352,1,0
Batununggal,2023,12,0.141298213,-0.175024037,685.9084183,2.227793946,24339,365.0,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2023,12,0.156142396,-0.172384914,681.6153792,2.036778943,14278,365.0,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2023,12,0.147288402,-0.139625576,751.8594681,5.307763192,15926,365.0,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2023,12,0.154021867,-0.170405484,697.3418989,1.934010508,21397,365.0,5,1,163.0,2.249385761,1,0
Kiaracondong,2023,12,0.166013041,-0.188354567,683.5589248,2.092904293,21619,365.0,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2023,12,0.119421306,-0.117691565,708.1226705,3.45149773,11671,365.0,5,2,158.9264258,1.736807225,1,0
Antapani,2023,12,0.11710189,-0.145642424,681.8471192,1.499127962,21539,365.0,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2023,12,0.215237087,-0.23715044,673.9305069,1.990096966,10306,365.0,5,1,163.0,2.842583167,1,0
Arcamanik,2023,12,0.200399092,-0.209927494,679.9746058,1.818508368,14043,365.0,5,1,162.8890335,2.812108317,1,0
Cibiru,2023,12,0.193963349,-0.1917559,785.35146,7.465623757,12370,365.0,5,3,155.0,0.342744574,0,0
Buahbatu,2023,12,0.183857219,-0.21175573,672.589028,1.602151276,13472,365.0,5,1,163.0,2.972142212,1,0
Rancasari,2023,12,0.207282572,-0.230620392,668.239889,1.309723213,12071,365.0,5,1,163.0,3.152664359,1,0
Rancabali,2023,12,0.461345749,-0.407579429,1547.445406,16.43354319,348,366.0,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2023,12,0.52630285,-0.484511846,820.8765728,15.10492506,2232,366.0,5,3,155.8253243,0.23853883,3,1
Cangkuang,2023,12,0.507747655,-0.475332719,804.5197597,10.22103605,3409,366.0,5,3,159.3623188,0.79796976,3,1
Cimenyan,2023,12,0.212768228,-0.177036958,1058.769664,16.23277584,2189,366.0,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2023,12,0.165874273,-0.13220712,1267.992707,18.34791468,1945,366.0,5,3,155.660599,-0.664309804,0,1
Cileunyi,2023,12,0.190281209,-0.182489492,776.1531196,6.515332993,6102,366.0,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2023,12,0.205118189,-0.185904957,662.4780609,1.035662016,4124,366.0,5,2,162.631412,3.790968509,1,0
Margahayu,2023,12,0.279265608,-0.29925877,665.8208893,2.194574958,11442,366.0,5,2,159.3303352,3.157977982,1,0
Cimaung,2023,12,0.452432387,-0.428881158,1221.676512,16.68690433,1625,366.0,5,3,162.0,-0.36656558,0,1
Pangalengan,2023,12,0.463258277,-0.409713532,1543.804092,15.21209008,805,366.0,6,3,126.6266303,-0.131864104,0,1
Arjasari,2023,12,0.479806288,-0.445446742,979.3344179,13.42380568,1680,366.0,5,3,159.0151506,0.137084124,3,1
Margaasih,2023,12,0.317364229,-0.320268158,681.4573232,3.861005696,8267,366.0,5,2,162.9259882,2.112364882,2,0
Banjaran,2023,12,0.429796317,-0.41599957,948.4412612,11.16871853,3180,366.0,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2023,12,0.400471539,-0.397722866,673.561656,3.690267493,6067,366.0,5,3,155.0,2.68350985,2,0
Katapang,2023,12,0.317566328,-0.338534662,665.717404,1.871496486,8664,366.0,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2023,12,0.22174155,-0.239003966,665.4068291,2.29183804,9601,366.0,5,1,163.0,2.857472714,1,0
Rancaekek,2023,12,0.209557926,-0.213733065,666.9046874,0.897680321,4192,366.0,5,2,158.475683,3.465676392,1,0
Ciparay,2023,12,0.325066979,-0.315661056,808.3387506,7.179002185,3845,366.0,5,3,158.7873709,1.44275617,2,1
Nagreg,2023,12,0.391349143,-0.393798336,948.1701832,14.57481224,1233,366.0,5,3,161.989519,-0.334078354,0,1
Cikancung,2023,12,0.336539995,-0.326241739,859.7409318,9.938946553,2488,366.0,5,3,161.7498766,0.605460607,0,1
Cicalengka,2023,12,0.395301216,-0.362347413,910.5325365,11.93582785,3473,366.0,5,3,161.6721118,0.322039045,0,1
Ciwidey,2023,12,0.413939355,-0.389509893,1311.158545,15.55016913,1855,366.0,5,3,162.0,-0.088959935,0,1
Soreang,2023,12,0.440270115,-0.422824785,825.8017692,10.10348001,4680,366.0,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2023,12,0.419524678,-0.372930435,1541.774459,18.43841422,391,366.0,6,3,138.3243264,-0.537663711,0,1
Kertasari,2023,12,0.382462985,-0.343086684,1749.638028,14.28415806,475,366.0,7,3,170.4975302,-0.142942229,0,1
Baleendah,2023,12,0.347461561,-0.344725717,711.1165148,7.590577608,6598,366.0,5,2,156.0325488,1.811834172,2,0
Pacet,2023,12,0.371380547,-0.33191663,1309.575852,17.96872487,1287,366.0,7,3,168.1317172,-0.442023681,0,1
Paseh,2023,12,0.371944101,-0.350103785,962.1928731,12.00924684,2745,366.0,5,3,162.1861795,0.330842705,0,1
Ibun,2023,12,0.402893997,-0.362965859,1180.999011,14.76833386,1644,366.0,6,3,166.5429231,-0.041591152,0,1
Majalaya,2023,12,0.305188014,-0.307849637,698.3982512,2.917364224,6369,366.0,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2023,12,0.181468305,-0.197990224,665.3706659,1.055151236,3698,366.0,5,3,156.8463639,3.315098818,1,0
Padalarang,2023,12,0.399196656,-0.391885915,697.1146079,10.22163823,3636,366.0,7,2,152.4804935,0.747319707,0,1
Batujajar,2023,12,0.365975105,-0.349340232,667.007808,5.239674837,3652,366.0,5,2,163.0,1.849645437,2,0
Ngamprah,2023,12,0.332791386,-0.328574297,800.7892414,9.812084586,5142,366.0,5,3,154.4905468,0.371906466,0,1
Cipatat,2023,12,0.544699838,-0.520152353,483.9717026,14.12830049,1155,366.0,10,3,137.201717,-0.050166744,3,1
Lembang,2023,12,0.080211078,-0.055330955,1335.618089,15.78934938,2069,366.0,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2023,12,0.362177227,-0.335482794,666.8928851,13.71797856,1200,366.0,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2023,12,0.445941044,-0.417331916,300.6631486,9.321471886,894,366.0,9,3,139.6739791,1.438921013,3,1
Parongpong,2023,12,0.12037585,-0.098550882,1356.264006,12.97401048,2592,366.0,8,3,169.523386,0.093746221,0,1
Cisarua,2023,12,0.178430834,-0.153212938,1159.854908,16.12948233,1479,366.0,8,3,158.7680324,-0.391662008,0,1
Cililin,2023,12,0.575636888,-0.531123604,818.2831475,14.58869904,1277,366.0,7,3,151.5068756,0.630228578,3,1
Cipongkor,2023,12,0.545223307,-0.512892921,760.8617968,14.28102385,1309,366.0,9,3,139.7221784,0.259083466,3,1
Cihampelas,2023,12,0.428555038,-0.401980261,694.6112176,7.667304875,3009,366.0,5,2,161.1981874,1.498792676,2,0
Gununghalu,2023,12,0.392653509,-0.34949804,1182.734537,17.40246453,526,366.0,9,3,142.9971801,-0.260074635,0,1
Saguling,2023,12,0.526430292,-0.506629324,699.4828369,11.37622152,691,366.0,7,2,154.7144001,0.576712609,3,1
Rongga,2023,12,0.586319346,-0.543633707,881.801568,18.34244518,559,366.0,10,3,137.0,-0.220945714,3,1
Sindangkerta,2023,12,0.479880513,-0.43884488,1068.361648,16.65485706,721,366.0,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2023,12,0.220573534,-0.232548636,743.7058764,3.11047744,15071,248.6,5,1,163.0,1.778115737,1,0
Cimahi Utara,2023,12,0.246447182,-0.237992476,826.1275708,6.073988778,12102,248.6,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2023,12,0.226111754,-0.223496954,722.0581007,4.998951156,13806,248.6,5,2,163.0,1.511110965,1,0
Andir,2024,1,0.031500978,-0.025478766,726.0421423,2.325952286,26822,335.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,2,0.168232986,-0.217344063,726.0421423,2.325952286,26822,264.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,3,0.192399932,-0.254691775,726.0421423,2.325952286,26822,272.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,4,0.127809771,-0.167691903,726.0421423,2.325952286,26822,215.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,5,0.162800176,-0.204285871,726.0421423,2.325952286,26822,71.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,6,0.208014653,-0.267835676,726.0421423,2.325952286,26822,156.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,7,0.195537888,-0.25202801,726.0421423,2.325952286,26822,30.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,8,0.183889426,-0.244848126,726.0421423,2.325952286,26822,53.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,9,0.180416584,-0.2452201,726.0421423,2.325952286,26822,136.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,10,0.171109878,-0.230670265,726.0421423,2.325952286,26822,81.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,11,0.132537331,-0.156957454,726.0421423,2.325952286,26822,512.0,5,1,161.6402883,1.861181498,1,0
Andir,2024,12,0.132537331,-0.156957454,726.0421423,2.325952286,26822,90.0,5,1,161.6402883,1.861181498,1,0
Antapani,2024,1,0.043684634,-0.036634191,681.8471192,1.499127962,21728,335.0,5,1,162.7975068,3.310198187,1,0
Antapani,2024,2,0.183173777,-0.237486622,681.8471192,1.499127962,21728,264.0,5,1,162.7975068,3.310198187,1,0
Antapani,2024,3,0.217147549,-0.292251243,681.8471192,1.499127962,21728,272.0,5,1,162.7975068,3.310198187,1,0
Antapani,2024,4,0.067385705,-0.084658532,681.8471192,1.499127962,21728,215.0,5,1,162.7975068,3.310198187,1,0
Antapani,2024,5,0.208072162,-0.253363518,681.8471192,1.499127962,21728,71.0,5,1,162.7975068,3.310198187,1,0
